Data,Municípios,Vacina,Grupo,Doses Aplicadas,Doses Aplicadas (D1),Doses Aplicadas (D2),Doses Aplicadas (DU),Doses Aplicadas (REF)
25/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 55 a 59 anos,1,0,1,0,0
25/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 65 a 69 anos,1,0,1,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,8,0,8,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,5,0,5,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,4,0,4,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,4,0,4,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 18 a 19 anos,3,0,3,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,3,0,3,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,3,0,3,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,3,0,3,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,2,0,2,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Indígenas Não Aldeados,1,0,1,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas com Comorbidades,1,0,1,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,1,0,1,0,0
25/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 65 a 69 anos,1,0,1,0,0
25/09/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,11,0,11,0,0
25/09/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,3,0,3,0,0
25/09/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,2,0,2,0,0
25/09/2021,Aquidauana,Pfizer,Forças de Segurança e Salvamento,1,0,1,0,0
25/09/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,42,0,0,0,42
25/09/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,31,0,0,0,31
25/09/2021,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,30,0,0,0,30
25/09/2021,Aquidauana,Pfizer,Idosos de 80 anos ou mais,15,0,0,0,15
25/09/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,15,0,0,0,15
25/09/2021,Aquidauana,Pfizer,Trabalhadores de Saúde,1,0,0,0,1
26/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,4,4,0,0,0
26/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,3,3,0,0,0
26/09/2021,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,3,3,0,0,0
26/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 18 a 19 anos,3,2,1,0,0
26/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,3,2,1,0,0
26/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,3,2,1,0,0
26/09/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,2,1,1,0,0
26/09/2021,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,1,1,0,0,0
26/09/2021,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,1,1,0,0,0
26/09/2021,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,1,1,0,0,0
26/09/2021,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,1,1,0,0,0
26/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,1,0,1,0,0
26/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,4,0,4,0,0
26/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,3,0,3,0,0
26/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,3,0,3,0,0
26/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 18 a 19 anos,2,0,2,0,0
26/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,2,0,2,0,0
26/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,2,0,2,0,0
26/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,2,0,2,0,0
26/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,1,0,1,0,0
26/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,1,0,1,0,0
26/09/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,4,0,4,0,0
26/09/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,4,0,4,0,0
26/09/2021,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,3,0,3,0,0
26/09/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,2,0,2,0,0
26/09/2021,Aquidauana,Pfizer,Adolescente Acima de 12 Anos com Comorbidades,1,0,1,0,0
26/09/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,1,0,1,0,0
26/09/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,14,0,0,0,14
26/09/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,10,0,0,0,10
26/09/2021,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,5,0,0,0,5
26/09/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,4,0,0,0,4
26/09/2021,Aquidauana,Pfizer,Idosos de 80 anos ou mais,3,0,0,0,3
26/09/2021,Aquidauana,Pfizer,Trabalhadores de Saúde,1,0,0,0,1
27/09/2021,Aquidauana,Pfizer,População Privada de Liberdade,54,25,29,0,0
27/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,6,5,1,0,0
27/09/2021,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,5,5,0,0,0
27/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,4,3,1,0,0
27/09/2021,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,2,2,0,0,0
27/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,3,1,2,0,0
27/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 55 a 59 anos,1,1,0,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,8,1,7,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,7,1,6,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,7,1,6,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,36,1,1,0,34
27/09/2021,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,2,1,1,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,2,1,1,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,2,1,1,0,0
27/09/2021,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,1,1,0,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,1,1,0,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,1,1,0,0,0
27/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,3,0,3,0,0
27/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,2,0,2,0,0
27/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,1,0,1,0,0
27/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,1,0,1,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,População Privada de Liberdade,12,0,12,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,5,0,5,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,4,0,4,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,4,0,4,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,3,0,3,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,3,0,3,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,3,0,3,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 18 a 19 anos,2,0,2,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,2,0,2,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Forças de Segurança e Salvamento,1,0,1,0,0
27/09/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,1,0,1,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,6,0,6,0,0
27/09/2021,Aquidauana,Pfizer,Forças de Segurança e Salvamento,3,0,3,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,2,0,2,0,0
27/09/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,20,0,0,0,20
27/09/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,15,0,0,0,15
27/09/2021,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,15,0,0,0,15
27/09/2021,Aquidauana,Pfizer,Idosos de 80 anos ou mais,10,0,0,0,10
27/09/2021,Aquidauana,Pfizer,Trabalhadores de Saúde,2,0,0,0,2
27/09/2021,Aquidauana,Pfizer,Pessoas com Comorbidades,1,0,0,0,1
28/09/2021,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,4,4,0,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,4,3,1,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,3,2,1,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,5,1,4,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,1,1,0,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,1,1,0,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,1,1,0,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,12,1,11,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,5,1,4,0,0
28/09/2021,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,1,1,0,0,0
28/09/2021,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,1,1,0,0,0
28/09/2021,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,1,1,0,0,0
28/09/2021,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,1,1,0,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 18 a 19 anos,1,0,1,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,1,0,1,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 55 a 59 anos,1,0,1,0,0
28/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,1,0,1,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,6,0,6,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,5,0,5,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,4,0,4,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,3,0,3,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,3,0,3,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,3,0,3,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 18 a 19 anos,1,0,1,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,1,0,1,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 65 a 69 anos,1,0,1,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores de Educação do Ensino Básico,1,0,1,0,0
28/09/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores Industriais,1,0,1,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,8,0,8,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,6,0,6,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,3,0,3,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,2,0,2,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,2,0,2,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,2,0,2,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,1,0,1,0,0
28/09/2021,Aquidauana,Pfizer,População Privada de Liberdade,1,0,1,0,0
28/09/2021,Aquidauana,Pfizer,Trabalhadores Industriais,1,0,1,0,0
28/09/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,29,0,0,0,29
28/09/2021,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,22,0,0,0,22
28/09/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,18,0,0,0,18
28/09/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,13,0,0,0,13
28/09/2021,Aquidauana,Pfizer,Idosos de 80 anos ou mais,4,0,0,0,4
28/09/2021,Aquidauana,Pfizer,Trabalhadores de Saúde,3,0,0,0,3
29/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,3,3,0,0,0
29/09/2021,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,3,3,0,0,0
29/09/2021,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,3,3,0,0,0
29/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,2,2,0,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,12,2,10,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,10,2,8,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,5,2,3,0,0
29/09/2021,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,2,2,0,0,0
29/09/2021,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,2,2,0,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,2,1,1,0,0
29/09/2021,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,1,1,0,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,1,1,0,0,0
29/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 18 a 19 anos,1,0,1,0,0
29/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,1,0,1,0,0
29/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,1,0,1,0,0
29/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,1,0,1,0,0
29/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 55 a 59 anos,1,0,1,0,0
29/09/2021,Aquidauana,Oxford/Fiocruz,Forças de Segurança e Salvamento,5,0,5,0,0
29/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,4,0,4,0,0
29/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 18 a 19 anos,3,0,3,0,0
29/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,3,0,3,0,0
29/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,2,0,2,0,0
29/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,2,0,2,0,0
29/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,1,0,1,0,0
29/09/2021,Aquidauana,Pfizer,Trabalhadores Industriais,2,0,2,0,0
29/09/2021,Aquidauana,Pfizer,Forças de Segurança e Salvamento,1,0,1,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas com Comorbidades,1,0,1,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,1,0,1,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,1,0,1,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,1,0,1,0,0
29/09/2021,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,1,0,1,0,0
29/09/2021,Aquidauana,Pfizer,Trabalhadores de Saúde,34,0,0,0,34
29/09/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,28,0,0,0,28
29/09/2021,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,22,0,0,0,22
29/09/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,17,0,0,0,17
29/09/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,16,0,0,0,16
29/09/2021,Aquidauana,Pfizer,Idosos de 80 anos ou mais,9,0,0,0,9
30/09/2021,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,6,6,0,0,0
30/09/2021,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,6,6,0,0,0
30/09/2021,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,4,4,0,0,0
30/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,4,3,1,0,0
30/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,2,2,0,0,0
30/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,3,1,2,0,0
30/09/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 18 a 19 anos,2,1,1,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,7,1,6,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,7,1,6,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,5,1,4,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,4,1,3,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,4,1,3,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,4,1,3,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,2,1,1,0,0
30/09/2021,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,1,1,0,0,0
30/09/2021,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,1,1,0,0,0
30/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,4,0,4,0,0
30/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,4,0,4,0,0
30/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,2,0,2,0,0
30/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,2,0,2,0,0
30/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,2,0,2,0,0
30/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,1,0,1,0,0
30/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,1,0,1,0,0
30/09/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,1,0,1,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,3,0,3,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,29,0,2,0,27
30/09/2021,Aquidauana,Pfizer,Gestantes e Puérperas (até 45d),2,0,2,0,0
30/09/2021,Aquidauana,Pfizer,Trabalhadores Industriais,2,0,2,0,0
30/09/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,23,0,1,0,22
30/09/2021,Aquidauana,Pfizer,Forças de Segurança e Salvamento,1,0,1,0,0
30/09/2021,Aquidauana,Pfizer,Trabalhadores de Saúde,72,0,0,0,72
30/09/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,13,0,0,0,13
30/09/2021,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,13,0,0,0,13
30/09/2021,Aquidauana,Pfizer,Idosos de 80 anos ou mais,9,0,0,0,9
01/10/2021,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,5,5,0,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,5,4,1,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,8,3,5,0,0
01/10/2021,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,3,3,0,0,0
01/10/2021,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,3,3,0,0,0
01/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,2,2,0,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,5,2,3,0,0
01/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,1,1,0,0,0
01/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,1,1,0,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,6,1,5,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,4,1,3,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,25,1,0,0,24
01/10/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,15,1,0,0,14
01/10/2021,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,1,1,0,0,0
01/10/2021,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,1,1,0,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,1,1,0,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,1,1,0,0,0
01/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,2,0,2,0,0
01/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 18 a 19 anos,1,0,1,0,0
01/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,1,0,1,0,0
01/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,1,0,1,0,0
01/10/2021,Aquidauana,Oxford/Fiocruz,Trabalhadores Industriais,7,0,7,0,0
01/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,4,0,4,0,0
01/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,2,0,2,0,0
01/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,2,0,2,0,0
01/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,1,0,1,0,0
01/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,1,0,1,0,0
01/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,1,0,1,0,0
01/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,1,0,1,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,22,0,2,0,20
01/10/2021,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,2,0,2,0,0
01/10/2021,Aquidauana,Pfizer,Gestantes e Puérperas (até 45d),1,0,1,0,0
01/10/2021,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,1,0,1,0,0
01/10/2021,Aquidauana,Pfizer,Trabalhadores Industriais,1,0,1,0,0
01/10/2021,Aquidauana,Pfizer,Trabalhadores de Saúde,45,0,0,0,45
01/10/2021,Aquidauana,Pfizer,Idosos de 80 anos ou mais,21,0,0,0,21
01/10/2021,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,13,0,0,0,13
02/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,6,5,1,0,0
02/10/2021,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,2,2,0,0,0
02/10/2021,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,2,2,0,0,0
02/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 18 a 19 anos,2,0,2,0,0
02/10/2021,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,2,0,2,0,0
02/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,3,0,3,0,0
02/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,3,0,3,0,0
02/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 18 a 19 anos,2,0,2,0,0
02/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,1,0,1,0,0
02/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,1,0,1,0,0
02/10/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,5,0,5,0,0
02/10/2021,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,5,0,5,0,0
02/10/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,3,0,3,0,0
02/10/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,12,0,0,0,12
02/10/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,6,0,0,0,6
02/10/2021,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,6,0,0,0,6
02/10/2021,Aquidauana,Pfizer,Idosos de 80 anos ou mais,5,0,0,0,5
02/10/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,5,0,0,0,5
03/10/2021,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,2,2,0,0,0
03/10/2021,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,3,1,2,0,0
03/10/2021,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,3,1,2,0,0
03/10/2021,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,1,1,0,0,0
03/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,2,0,2,0,0
03/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,1,0,1,0,0
03/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,1,0,1,0,0
03/10/2021,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,1,0,1,0,0
03/10/2021,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,3,0,3,0,0
03/10/2021,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,2,0,2,0,0
03/10/2021,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,1,0,1,0,0
03/10/2021,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,9,0,0,0,9
03/10/2021,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,7,0,0,0,7
03/10/2021,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,6,0,0,0,6
03/10/2021,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,2,0,0,0,2
